timestamp,solar_generation_kw,campus_load_kw,battery_soc_kwh,battery_charging_kw,battery_discharging_kw,grid_import_kw,ev_charging_load_kw,scenario
2024-03-11T09:15:00,29.86,35.47,30.0,0.0,0,33.35,33.35,normal
2024-03-11T09:30:00,39.11,33.94,30.0,0.0,0,36.7,41.87,normal
2024-03-11T09:45:00,43.89,31.25,30.0,0.0,0,26.37,39.01,normal
2024-03-11T10:00:00,47.99,36.59,30.0,0.0,0,26.12,37.52,normal
2024-03-11T10:15:00,57.3,35.46,32.69,10.77,0.0,0.0,11.07,normal
2024-03-11T10:30:00,55.74,36.07,30.36,0.0,9.31,0,28.98,normal
2024-03-11T10:45:00,65.48,38.26,30.0,0.0,1.46,20.0,48.68,normal
2024-03-11T11:00:00,65.05,39.12,30.0,0.0,0,15.39,41.32,normal
2024-03-11T11:15:00,70.94,40.46,30.0,0.0,0,10.57,41.05,normal
2024-03-11T11:30:00,71.26,38.25,30.0,0.0,0,0.1,33.11,normal
2024-03-11T11:45:00,74.98,36.31,30.0,0.0,0,0.19,38.86,normal
2024-03-11T12:00:00,79.58,40.03,31.55,6.21,0.0,0.0,33.34,normal
2024-03-11T12:15:00,79.62,39.25,37.44,23.55,0.0,0.0,16.82,normal
2024-03-11T12:30:00,74.34,39.04,37.48,0.14,0.0,0.0,35.16,normal
2024-03-11T12:45:00,78.24,38.36,38.75,5.09,0.0,0.0,34.79,normal
2024-03-11T13:00:00,77.78,40.81,37.08,0.0,6.68,0,43.65,normal
2024-03-11T13:15:00,83.69,40.32,43.94,27.46,0.0,0.0,15.91,normal
2024-03-11T13:30:00,74.8,39.73,43.4,0.0,2.16,0,37.23,normal
2024-03-11T13:45:00,63.83,39.67,46.63,12.9,0.0,0.0,11.26,normal
2024-03-11T14:00:00,67.02,44.44,40.29,0.0,25.35,0,47.93,normal
2024-03-11T14:15:00,62.01,39.84,42.23,7.77,0.0,0.0,14.4,normal
2024-03-11T14:30:00,57.99,36.57,44.9,10.66,0.0,0.0,10.76,normal
2024-03-11T14:45:00,56.41,40.03,43.35,0.0,6.17,0,22.55,normal
2024-03-11T15:00:00,50.44,36.27,42.88,0.0,1.89,0,16.06,normal
2024-03-11T15:15:00,46.75,34.8,36.46,0.0,25.67,0,37.62,normal
2024-03-11T15:30:00,40.08,41.45,30.0,0.0,25.86,0.56,26.42,normal
2024-03-11T15:45:00,32.66,35.36,30.0,0.0,0,41.0,41.0,normal
2024-03-11T16:00:00,30.17,34.87,30.0,0.0,0,46.82,46.82,normal
2024-03-11T16:15:00,23.96,35.36,30.0,0.0,0,44.91,44.91,normal
2024-03-11T16:30:00,21.06,35.49,30.0,0.0,0,39.43,39.43,normal
2024-03-11T16:45:00,17.99,36.93,30.0,0.0,0,12.49,12.49,normal
2024-03-11T17:00:00,15.21,32.45,30.0,0.0,0,15.52,15.52,normal
2024-03-11T17:15:00,13.69,29.87,30.0,0.0,0,18.29,18.29,normal
2024-03-11T17:30:00,10.95,34.18,30.0,0.0,0,23.0,23.0,normal
2024-03-11T17:45:00,8.11,31.15,30.0,0.0,0,36.49,36.49,normal
2024-03-11T18:00:00,7.21,21.56,30.0,0.0,0,7.88,7.88,normal
2024-03-11T18:15:00,5.33,17.36,30.0,0.0,0,4.71,4.71,normal
2024-03-11T18:30:00,4.61,20.59,30.0,0.0,0,2.6,2.6,normal
2024-03-11T18:45:00,3.56,20.69,30.0,0.0,0,13.68,13.68,normal
2024-03-11T19:00:00,2.63,20.46,30.0,0.0,0,5.13,5.13,normal
2024-03-11T19:15:00,0.03,18.57,30.0,0.0,0,5.31,5.31,normal
2024-03-11T19:30:00,0.19,20.95,30.0,0.0,0,11.58,11.58,normal
2024-03-11T19:45:00,0,21.31,30.0,0.0,0,10.81,10.81,normal
2024-03-11T20:00:00,0,21.57,30.0,0.0,0,9.65,9.65,normal
2024-03-11T20:15:00,0.12,18.36,30.0,0.0,0,10.4,10.4,normal
2024-03-11T20:30:00,0.1,20.83,30.0,0.0,0,9.15,9.15,normal
2024-03-11T20:45:00,0.08,23.79,30.0,0.0,0,2.88,2.88,normal
2024-03-11T21:00:00,0,18.49,30.0,0.0,0,3.7,3.7,normal
2024-03-11T21:15:00,0,18.37,30.0,0.0,0,8.37,8.37,normal
2024-03-11T21:30:00,0,20.68,30.0,0.0,0,3.37,3.37,normal
2024-03-11T21:45:00,0.03,21.65,30.0,0.0,0,14.59,14.59,normal
2024-03-11T22:00:00,0.0,12.91,30.0,0.0,0,4.46,4.46,normal
2024-03-11T22:15:00,0,15.44,30.0,0.0,0,4.34,4.34,normal
2024-03-11T22:30:00,0.06,8.29,30.0,0.0,0,3.11,3.11,normal
2024-03-11T22:45:00,0,10.96,30.0,0.0,0,10.57,10.57,normal
2024-03-11T23:00:00,0,11.43,30.0,0.0,0,4.76,4.76,normal
2024-03-11T23:15:00,0.05,9.85,30.0,0.0,0,5.23,5.23,normal
2024-03-11T23:30:00,0,6.97,30.0,0.0,0,14.01,14.01,normal
2024-03-11T23:45:00,0,11.71,30.0,0.0,0,11.93,11.93,normal
2024-03-12T00:00:00,0.02,7.51,74.11,0.0,3.57,0,3.57,high_demand
2024-03-12T00:15:00,0.02,10.77,70.42,0.0,14.74,0,14.74,high_demand
2024-03-12T00:30:00,0,10.31,69.79,0.0,2.52,0,2.52,high_demand
2024-03-12T00:45:00,0.01,7.71,66.47,0.0,13.28,0,13.28,high_demand
2024-03-12T01:00:00,0.04,11.12,66.14,0.0,1.33,0,1.33,high_demand
2024-03-12T01:15:00,0.11,12.11,63.48,0.0,10.63,0,10.63,high_demand
2024-03-12T01:30:00,0,8.12,61.09,0.0,9.59,0,9.59,high_demand
2024-03-12T01:45:00,0.05,11.03,57.76,0.0,13.3,0,13.3,high_demand
2024-03-12T02:00:00,0.05,17.71,56.09,0.0,6.7,0,6.7,high_demand
2024-03-12T02:15:00,0.06,12.27,55.09,0.0,3.98,0,3.98,high_demand
2024-03-12T02:30:00,0.1,11.3,54.16,0.0,3.74,0,3.74,high_demand
2024-03-12T02:45:00,0,11.52,53.9,0.0,1.02,0,1.02,high_demand
2024-03-12T03:00:00,0,9.53,52.94,0.0,3.85,0,3.85,high_demand
2024-03-12T03:15:00,0,10.16,52.53,0.0,1.62,0,1.62,high_demand
2024-03-12T03:30:00,0.23,6.27,52.53,0.0,0.02,0,0.02,high_demand
2024-03-12T03:45:00,0.07,6.77,51.08,0.0,5.79,0,5.79,high_demand
2024-03-12T04:00:00,0,12.18,48.33,0.0,10.99,0,10.99,high_demand
2024-03-12T04:15:00,0.01,7.84,44.7,0.0,14.54,0,14.54,high_demand
2024-03-12T04:30:00,0,11.36,41.38,0.0,13.27,0,13.27,high_demand
2024-03-12T04:45:00,0,10.43,39.53,0.0,7.4,0,7.4,high_demand
2024-03-12T05:00:00,0.0,8.7,38.11,0.0,5.68,0,5.68,high_demand
2024-03-12T05:15:00,0.21,11.27,36.06,0.0,8.19,0,8.19,high_demand
2024-03-12T05:30:00,0,10.37,35.68,0.0,1.52,0,1.52,high_demand
2024-03-12T05:45:00,0,11.7,33.89,0.0,7.19,0,7.19,high_demand
2024-03-12T06:00:00,2.62,9.77,30.65,0.0,12.96,0,12.96,high_demand
2024-03-12T06:15:00,3.6,11.73,30.0,0.0,2.58,7.18,9.76,high_demand
2024-03-12T06:30:00,4.22,9.33,30.0,0.0,0,10.31,10.31,high_demand
2024-03-12T06:45:00,5.55,8.69,30.0,0.0,0,2.44,2.44,high_demand
2024-03-12T07:00:00,7.74,10.81,30.0,0.0,0,1.11,1.11,high_demand
2024-03-12T07:15:00,8.26,11.84,30.0,0.0,0,12.69,12.69,high_demand
2024-03-12T07:30:00,11.98,12.06,30.0,0.0,0,4.42,4.42,high_demand
2024-03-12T07:45:00,12.16,9.03,30.0,0.0,0,1.65,4.78,high_demand
2024-03-12T08:00:00,16.83,28.58,30.0,0.0,0,48.07,48.07,high_demand
2024-03-12T08:15:00,19.28,32.33,30.0,0.0,0,12.97,12.97,high_demand
2024-03-12T08:30:00,21.21,31.45,30.0,0.0,0,16.8,16.8,high_demand
2024-03-12T08:45:00,21.76,30.29,30.0,0.0,0,25.02,25.02,high_demand
2024-03-12T09:00:00,29.65,30.59,30.0,0.0,0,39.28,39.28,high_demand
2024-03-12T09:15:00,37.17,30.97,30.0,0.0,0,25.68,31.88,high_demand
2024-03-12T09:30:00,38.08,34.8,30.0,0.0,0,42.64,45.92,high_demand
2024-03-12T09:45:00,46.83,32.35,30.19,0.76,0.0,0.0,13.72,high_demand
2024-03-12T10:00:00,51.34,35.9,30.0,0.0,0.76,17.56,33.76,high_demand
2024-03-12T10:15:00,50.74,37.42,30.0,0.0,0,21.23,34.55,high_demand
2024-03-12T10:30:00,58.67,35.87,30.0,0.0,0,6.51,29.31,high_demand
2024-03-12T10:45:00,62.83,36.83,33.69,14.76,0.0,0.0,11.24,high_demand
2024-03-12T11:00:00,67.2,39.41,30.0,0.0,14.76,5.15,47.7,high_demand
2024-03-12T11:15:00,76.2,36.05,35.89,23.55,0.0,0.0,16.6,high_demand
2024-03-12T11:30:00,81.73,35.01,36.17,1.13,0.0,0.0,45.59,high_demand
2024-03-12T11:45:00,75.9,40.42,40.97,19.2,0.0,0.0,16.28,high_demand
2024-03-12T12:00:00,79.52,38.27,47.77,27.2,0.0,0.0,14.05,high_demand
2024-03-12T12:15:00,78.77,38.74,53.22,21.81,0.0,0.0,18.22,high_demand
2024-03-12T12:30:00,77.64,41.58,57.84,18.46,0.0,0.0,17.6,high_demand
2024-03-12T12:45:00,81.02,38.58,58.97,4.55,0.0,0.0,37.89,high_demand
2024-03-12T13:00:00,81.94,40.61,59.59,2.45,0.0,0.0,38.88,high_demand
2024-03-12T13:15:00,79.59,41.23,59.38,0.0,0.84,0,39.2,high_demand
2024-03-12T13:30:00,70.79,38.76,62.23,11.42,0.0,0.0,20.61,high_demand
2024-03-12T13:45:00,73.24,40.94,64.99,11.04,0.0,0.0,21.26,high_demand
2024-03-12T14:00:00,66.75,39.75,66.87,7.5,0.0,0.0,19.5,high_demand
2024-03-12T14:15:00,66.62,38.06,71.01,16.57,0.0,0.0,11.99,high_demand
2024-03-12T14:30:00,59.68,38.51,68.08,0.0,11.7,0,32.87,high_demand
2024-03-12T14:45:00,52.78,40.72,60.2,0.0,31.53,0,43.59,high_demand
2024-03-12T15:00:00,50.53,39.72,58.87,0.0,5.33,0,16.14,high_demand
2024-03-12T15:15:00,46.54,37.65,54.98,0.0,15.54,0,24.43,high_demand
2024-03-12T15:30:00,40.27,36.45,49.16,0.0,23.28,0,27.1,high_demand
2024-03-12T15:45:00,34.92,36.23,43.72,0.0,21.78,0,21.78,high_demand
2024-03-12T16:00:00,30.17,37.07,34.6,0.0,36.48,0,36.48,high_demand
2024-03-12T16:15:00,24.91,39.41,30.0,0.0,18.4,15.61,34.01,high_demand
2024-03-12T16:30:00,21.12,32.11,30.0,0.0,0,17.99,17.99,high_demand
2024-03-12T16:45:00,19.95,35.41,30.0,0.0,0,11.03,11.03,high_demand
2024-03-12T17:00:00,16.33,34.35,30.0,0.0,0,16.83,16.83,high_demand
2024-03-12T17:15:00,13.15,30.54,30.0,0.0,0,21.67,21.67,high_demand
2024-03-12T17:30:00,10.87,30.21,30.0,0.0,0,13.28,13.28,high_demand
2024-03-12T17:45:00,9.25,30.49,30.0,0.0,0,43.75,43.75,high_demand
2024-03-12T18:00:00,6.82,19.36,30.0,0.0,0,4.63,4.63,high_demand
2024-03-12T18:15:00,5.8,18.87,30.0,0.0,0,5.96,5.96,high_demand
2024-03-12T18:30:00,4.31,20.49,30.0,0.0,0,7.34,7.34,high_demand
2024-03-12T18:45:00,3.56,18.99,30.0,0.0,0,9.92,9.92,high_demand
2024-03-12T19:00:00,2.66,20.46,30.0,0.0,0,1.37,1.37,high_demand
2024-03-12T19:15:00,0,17.19,30.0,0.0,0,8.16,8.16,high_demand
2024-03-12T19:30:00,0,19.57,30.0,0.0,0,2.77,2.77,high_demand
2024-03-12T19:45:00,0.03,22.95,30.0,0.0,0,13.28,13.28,high_demand
2024-03-12T20:00:00,0.09,19.68,30.0,0.0,0,5.54,5.54,high_demand
2024-03-12T20:15:00,0,17.99,30.0,0.0,0,6.69,6.69,high_demand
2024-03-12T20:30:00,0,19.42,30.0,0.0,0,3.95,3.95,high_demand
2024-03-12T20:45:00,0.03,18.35,30.0,0.0,0,6.98,6.98,high_demand
2024-03-12T21:00:00,0.05,23.07,30.0,0.0,0,3.39,3.39,high_demand
2024-03-12T21:15:00,0,20.8,30.0,0.0,0,4.03,4.03,high_demand
2024-03-12T21:30:00,0.07,19.2,30.0,0.0,0,0.92,0.92,high_demand
2024-03-12T21:45:00,0.02,20.03,30.0,0.0,0,11.28,11.28,high_demand
2024-03-12T22:00:00,0.01,8.45,30.0,0.0,0,10.01,10.01,high_demand
2024-03-12T22:15:00,0.0,11.0,30.0,0.0,0,1.29,1.29,high_demand
2024-03-12T22:30:00,0.15,11.92,30.0,0.0,0,5.16,5.16,high_demand
2024-03-12T22:45:00,0.22,8.47,30.0,0.0,0,8.12,8.12,high_demand
2024-03-12T23:00:00,0.09,10.37,30.0,0.0,0,14.56,14.56,high_demand
2024-03-12T23:15:00,0.22,8.38,30.0,0.0,0,8.85,8.85,high_demand
2024-03-12T23:30:00,0,8.8,30.0,0.0,0,8.3,8.3,high_demand
2024-03-12T23:45:00,0,8.95,30.0,0.0,0,12.61,12.61,high_demand
2024-03-13T00:00:00,0,10.3,72.79,0.0,8.85,0,8.85,low_solar
2024-03-13T00:15:00,0.03,13.75,69.39,0.0,13.59,0,13.59,low_solar
2024-03-13T00:30:00,0.1,8.85,67.32,0.0,8.27,0,8.27,low_solar
2024-03-13T00:45:00,0,10.98,65.29,0.0,8.15,0,8.15,low_solar
2024-03-13T01:00:00,0,13.66,61.54,0.0,14.98,0,14.98,low_solar
2024-03-13T01:15:00,0.12,9.06,59.77,0.0,7.08,0,7.08,low_solar
2024-03-13T01:30:00,0,12.71,56.86,0.0,11.63,0,11.63,low_solar
2024-03-13T01:45:00,0,12.48,55.49,0.0,5.49,0,5.49,low_solar
2024-03-13T02:00:00,0,8.8,54.65,0.0,3.35,0,3.35,low_solar
2024-03-13T02:15:00,0.0,10.09,51.76,0.0,11.58,0,11.58,low_solar
2024-03-13T02:30:00,0,11.25,49.01,0.0,11.0,0,11.0,low_solar
2024-03-13T02:45:00,0,9.72,47.92,0.0,4.36,0,4.36,low_solar
2024-03-13T03:00:00,0.01,11.03,46.18,0.0,6.97,0,6.97,low_solar
2024-03-13T03:15:00,0.07,7.75,44.26,0.0,7.66,0,7.66,low_solar
2024-03-13T03:30:00,0,12.56,42.77,0.0,5.95,0,5.95,low_solar
2024-03-13T03:45:00,0.03,8.5,40.89,0.0,7.53,0,7.53,low_solar
2024-03-13T04:00:00,0.16,10.23,38.41,0.0,9.94,0,9.94,low_solar
2024-03-13T04:15:00,0.12,10.14,35.23,0.0,12.72,0,12.72,low_solar
2024-03-13T04:30:00,0.21,13.51,32.2,0.0,12.1,0,12.1,low_solar
2024-03-13T04:45:00,0,11.94,30.0,0.0,8.8,0.41,9.21,low_solar
2024-03-13T05:00:00,0.06,12.74,30.0,0.0,0,2.49,2.49,low_solar
2024-03-13T05:15:00,0,11.37,30.0,0.0,0,7.71,7.71,low_solar
2024-03-13T05:30:00,0.11,6.48,30.0,0.0,0,6.69,6.69,low_solar
2024-03-13T05:45:00,0,5.92,30.0,0.0,0,2.69,2.69,low_solar
2024-03-13T06:00:00,0.38,11.44,30.0,0.0,0,14.23,14.23,low_solar
2024-03-13T06:15:00,0.68,10.15,30.0,0.0,0,9.89,9.89,low_solar
2024-03-13T06:30:00,0.84,7.24,30.0,0.0,0,14.52,14.52,low_solar
2024-03-13T06:45:00,0.68,9.89,30.0,0.0,0,11.04,11.04,low_solar
2024-03-13T07:00:00,1.11,9.93,30.0,0.0,0,7.25,7.25,low_solar
2024-03-13T07:15:00,1.12,9.82,30.0,0.0,0,5.38,5.38,low_solar
2024-03-13T07:30:00,1.49,11.34,30.0,0.0,0,3.28,3.28,low_solar
2024-03-13T07:45:00,2.01,8.12,30.0,0.0,0,7.31,7.31,low_solar
2024-03-13T08:00:00,2.31,27.88,30.0,0.0,0,12.51,12.51,low_solar
2024-03-13T08:15:00,2.82,32.69,30.0,0.0,0,24.78,24.78,low_solar
2024-03-13T08:30:00,3.17,32.57,30.0,0.0,0,11.71,11.71,low_solar
2024-03-13T08:45:00,3.79,30.75,30.0,0.0,0,18.27,18.27,low_solar
2024-03-13T09:00:00,4.48,31.02,30.0,0.0,0,46.31,46.31,low_solar
2024-03-13T09:15:00,5.01,31.43,30.0,0.0,0,24.45,24.45,low_solar
2024-03-13T09:30:00,6.41,34.61,30.0,0.0,0,28.79,28.79,low_solar
2024-03-13T09:45:00,6.32,35.65,30.0,0.0,0,28.19,28.19,low_solar
2024-03-13T10:00:00,7.24,35.44,30.0,0.0,0,11.86,11.86,low_solar
2024-03-13T10:15:00,8.25,38.01,30.0,0.0,0,49.22,49.22,low_solar
2024-03-13T10:30:00,8.48,35.92,30.0,0.0,0,22.96,22.96,low_solar
2024-03-13T10:45:00,9.26,33.0,30.0,0.0,0,38.15,38.15,low_solar
2024-03-13T11:00:00,9.26,40.82,30.0,0.0,0,30.85,30.85,low_solar
2024-03-13T11:15:00,11.46,38.03,30.0,0.0,0,43.19,43.19,low_solar
2024-03-13T11:30:00,11.4,39.53,30.0,0.0,0,43.39,43.39,low_solar
2024-03-13T11:45:00,13.24,41.48,30.0,0.0,0,20.53,20.53,low_solar
2024-03-13T12:00:00,11.69,37.6,30.0,0.0,0,31.77,31.77,low_solar
2024-03-13T12:15:00,10.98,40.13,30.0,0.0,0,16.95,16.95,low_solar
2024-03-13T12:30:00,11.55,37.03,30.0,0.0,0,36.15,36.15,low_solar
2024-03-13T12:45:00,11.55,37.81,30.0,0.0,0,24.61,24.61,low_solar
2024-03-13T13:00:00,12.75,41.76,30.0,0.0,0,36.13,36.13,low_solar
2024-03-13T13:15:00,11.47,42.93,30.0,0.0,0,43.42,43.42,low_solar
2024-03-13T13:30:00,11.12,38.15,30.0,0.0,0,30.67,30.67,low_solar
2024-03-13T13:45:00,11.4,40.8,30.0,0.0,0,25.05,25.05,low_solar
2024-03-13T14:00:00,9.5,39.13,30.0,0.0,0,46.29,46.29,low_solar
2024-03-13T14:15:00,8.98,36.47,30.0,0.0,0,30.65,30.65,low_solar
2024-03-13T14:30:00,9.12,42.73,30.0,0.0,0,24.12,24.12,low_solar
2024-03-13T14:45:00,7.44,39.65,30.0,0.0,0,44.71,44.71,low_solar
2024-03-13T15:00:00,7.04,37.12,30.0,0.0,0,29.47,29.47,low_solar
2024-03-13T15:15:00,6.36,35.88,30.0,0.0,0,29.28,29.28,low_solar
2024-03-13T15:30:00,5.86,35.41,30.0,0.0,0,34.17,34.17,low_solar
2024-03-13T15:45:00,5.22,36.39,30.0,0.0,0,30.07,30.07,low_solar
2024-03-13T16:00:00,4.45,34.06,30.0,0.0,0,15.56,15.56,low_solar
2024-03-13T16:15:00,3.78,36.74,30.0,0.0,0,16.62,16.62,low_solar
2024-03-13T16:30:00,3.42,32.58,30.0,0.0,0,13.08,13.08,low_solar
2024-03-13T16:45:00,2.84,35.33,30.0,0.0,0,35.74,35.74,low_solar
2024-03-13T17:00:00,2.18,34.18,30.0,0.0,0,18.46,18.46,low_solar
2024-03-13T17:15:00,1.91,33.48,30.0,0.0,0,17.48,17.48,low_solar
2024-03-13T17:30:00,1.55,27.95,30.0,0.0,0,24.49,24.49,low_solar
2024-03-13T17:45:00,1.16,30.88,30.0,0.0,0,38.69,38.69,low_solar
2024-03-13T18:00:00,1.09,18.19,30.0,0.0,0,1.77,1.77,low_solar
2024-03-13T18:15:00,0.92,16.68,30.0,0.0,0,3.46,3.46,low_solar
2024-03-13T18:30:00,0.67,17.58,30.0,0.0,0,12.17,12.17,low_solar
2024-03-13T18:45:00,0.46,20.09,30.0,0.0,0,10.8,10.8,low_solar
2024-03-13T19:00:00,0.32,19.23,30.0,0.0,0,7.22,7.22,low_solar
2024-03-13T19:15:00,0.1,18.85,30.0,0.0,0,7.18,7.18,low_solar
2024-03-13T19:30:00,0.08,17.74,30.0,0.0,0,3.16,3.16,low_solar
2024-03-13T19:45:00,0.05,22.88,30.0,0.0,0,2.42,2.42,low_solar
2024-03-13T20:00:00,0,18.41,30.0,0.0,0,12.5,12.5,low_solar
2024-03-13T20:15:00,0.06,19.59,30.0,0.0,0,0.34,0.34,low_solar
2024-03-13T20:30:00,0.04,18.79,30.0,0.0,0,0.65,0.65,low_solar
2024-03-13T20:45:00,0.01,19.69,30.0,0.0,0,8.6,8.6,low_solar
2024-03-13T21:00:00,0.12,20.51,30.0,0.0,0,2.42,2.42,low_solar
2024-03-13T21:15:00,0.03,19.18,30.0,0.0,0,9.44,9.44,low_solar
2024-03-13T21:30:00,0,19.13,30.0,0.0,0,0.59,0.59,low_solar
2024-03-13T21:45:00,0.04,19.16,30.0,0.0,0,8.58,8.58,low_solar
2024-03-13T22:00:00,0.03,14.15,30.0,0.0,0,0.84,0.84,low_solar
2024-03-13T22:15:00,0.09,9.35,30.0,0.0,0,3.87,3.87,low_solar
2024-03-13T22:30:00,0.12,9.18,30.0,0.0,0,2.7,2.7,low_solar
2024-03-13T22:45:00,0,7.98,30.0,0.0,0,14.37,14.37,low_solar
2024-03-13T23:00:00,0,9.3,30.0,0.0,0,8.99,8.99,low_solar
2024-03-13T23:15:00,0.0,13.35,30.0,0.0,0,8.45,8.45,low_solar
2024-03-13T23:30:00,0.03,9.56,30.0,0.0,0,0.28,0.28,low_solar
2024-03-13T23:45:00,0.08,5.58,30.0,0.0,0,10.79,10.79,low_solar
2024-03-14T00:00:00,0.02,11.54,72.92,0.0,8.32,0,8.32,grid_constraint
2024-03-14T00:15:00,0,12.29,71.87,0.0,4.2,0,4.2,grid_constraint
2024-03-14T00:30:00,0.03,9.17,71.3,0.0,2.28,0,2.28,grid_constraint
2024-03-14T00:45:00,0.06,14.54,67.94,0.0,13.46,0,13.46,grid_constraint
2024-03-14T01:00:00,0.02,10.5,65.47,0.0,9.85,0,9.85,grid_constraint
2024-03-14T01:15:00,0,8.3,65.14,0.0,1.32,0,1.32,grid_constraint
2024-03-14T01:30:00,0.08,8.29,63.71,0.0,5.73,0,5.73,grid_constraint
2024-03-14T01:45:00,0.01,9.04,60.11,0.0,14.41,0,14.41,grid_constraint
2024-03-14T02:00:00,0.05,10.67,57.81,0.0,9.19,0,9.19,grid_constraint
2024-03-14T02:15:00,0.1,8.98,55.47,0.0,9.38,0,9.38,grid_constraint
2024-03-14T02:30:00,0,8.04,54.61,0.0,3.41,0,3.41,grid_constraint
2024-03-14T02:45:00,0,10.75,53.71,0.0,3.61,0,3.61,grid_constraint
2024-03-14T03:00:00,0.08,8.16,53.14,0.0,2.29,0,2.29,grid_constraint
2024-03-14T03:15:00,0.09,12.71,49.5,0.0,14.56,0,14.56,grid_constraint
2024-03-14T03:30:00,0.04,13.75,46.09,0.0,13.65,0,13.65,grid_constraint
2024-03-14T03:45:00,0,7.51,44.85,0.0,4.94,0,4.94,grid_constraint
2024-03-14T04:00:00,0,12.99,42.82,0.0,8.13,0,8.13,grid_constraint
2024-03-14T04:15:00,0.07,9.89,42.04,0.0,3.1,0,3.1,grid_constraint
2024-03-14T04:30:00,0.03,7.75,41.52,0.0,2.08,0,2.08,grid_constraint
2024-03-14T04:45:00,0.24,10.26,39.49,0.0,8.12,0,8.12,grid_constraint
2024-03-14T05:00:00,0.01,11.45,36.49,0.0,12.0,0,12.0,grid_constraint
2024-03-14T05:15:00,0.05,10.45,33.26,0.0,12.94,0,12.94,grid_constraint
2024-03-14T05:30:00,0,10.94,32.1,0.0,4.63,0,4.63,grid_constraint
2024-03-14T05:45:00,0.19,12.69,30.0,0.0,8.4,2.18,10.58,grid_constraint
2024-03-14T06:00:00,2.94,8.98,30.0,0.0,0,7.86,7.86,grid_constraint
2024-03-14T06:15:00,3.34,9.75,30.0,0.0,0,2.03,2.03,grid_constraint
2024-03-14T06:30:00,4.5,12.19,30.0,0.0,0,10.0,14.94,grid_constraint
2024-03-14T06:45:00,5.2,13.06,30.0,0.0,0,10.0,14.64,grid_constraint
2024-03-14T07:00:00,7.06,9.15,30.0,0.0,0,2.18,2.18,grid_constraint
2024-03-14T07:15:00,8.37,6.69,30.0,0.0,0,10.0,14.0,grid_constraint
2024-03-14T07:30:00,11.27,10.15,30.0,0.0,0,10.0,13.76,grid_constraint
